EmployeeId,Age,Gender,MaritalStatus,Turnover,Department,Role,RoleGrade,QualificationsHeld,YearsWorkExperience,EducationField,EmployeeSatisfactionScore,JobEngagementScore,JobSatisfactionScore,PreviousManagerRelationshipSatisfactionScore,ManagerRelationshipSatisfactionScore,Traveling,RegularOvertime,PercentSalaryHike,ContractHours,SharesOptionLevel,TrainingTimesLastYear,WorkLifeBalanceScore,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,DistanceFromHome
739,34,M,Divorced,Yes,Research & Development,Healthcare Representative,3,3,5,Life Sciences,4,3,4,3,3,Sometimes,Yes,13,37.5,1,4,3,9,8,7,8
740,30,M,Married,No,Research & Development,Laboratory Technician,1,5,1,Technical Degree,4,3,3,4,3,Sometimes,Yes,12,37.5,0,2,3,3,2,2,22
741,35,F,Divorced,No,Sales,Sales Executive,2,1,3,Medical,4,2,2,1,3,Sometimes,No,12,37.5,1,2,3,13,13,1,2
742,31,F,Single,No,Sales,Sales Executive,2,4,0,Life Sciences,2,2,3,2,3,Sometimes,No,14,37.5,0,4,2,9,7,9,10
743,54,M,Divorced,No,Research & Development,Laboratory Technician,1,2,2,Medical,2,3,1,4,3,Sometimes,Yes,16,37.5,3,3,3,5,4,3,10
744,28,M,Single,No,Human Resources,Sales Representative,1,3,1,Medical,3,3,2,4,3,Sometimes,No,11,37.5,0,3,3,3,2,2,5
745,41,F,Married,No,Research & Development,Manager,5,1,2,Medical,4,3,3,3,3,Sometimes,Yes,14,37.5,0,3,3,18,6,17,22
746,39,F,Married,No,Research & Development,Manufacturing Director,1,4,6,Medical,4,3,2,1,3,Sometimes,No,18,37.5,2,1,3,5,4,3,10
747,45,M,Single,No,Research & Development,Research Director,3,3,9,Medical,4,3,1,3,4,Sometimes,No,21,37.5,0,3,3,5,4,2,7
748,26,M,Married,No,Research & Development,Research Scientist,1,2,1,Technical Degree,4,4,3,3,3,Sometimes,No,11,37.5,1,2,3,3,2,2,1
749,28,F,Divorced,No,Research & Development,Research Scientist,1,1,6,Medical,4,3,1,3,3,Mostly,Yes,15,37.5,1,3,3,1,1,1,6
750,56,M,Single,No,Sales,Manager,4,3,9,Life Sciences,3,3,2,2,3,Sometimes,No,12,37.5,0,2,2,10,7,7,2
751,35,F,Married,No,Research & Development,Research Scientist,1,2,1,Medical,3,3,1,4,3,Sometimes,No,15,37.5,1,6,2,8,1,7,14
752,42,M,Single,Yes,Sales,Sales Executive,3,2,6,Marketing,2,3,4,2,3,Sometimes,No,13,37.5,0,2,3,15,1,7,21
753,35,M,Divorced,No,Sales,Sales Executive,3,3,1,Medical,3,2,3,3,3,Sometimes,No,14,37.5,1,3,3,14,7,2,7
754,49,M,Single,No,Research & Development,Manager,3,1,3,Life Sciences,3,3,4,4,4,Mostly,No,20,37.5,0,5,4,5,5,5,26
755,32,F,Married,No,Research & Development,Laboratory Technician,2,1,2,Life Sciences,3,4,3,2,3,Mostly,No,11,37.5,0,2,2,7,3,5,18
756,31,M,Divorced,No,Research & Development,Manufacturing Director,3,3,4,Medical,3,3,4,2,3,Mostly,No,13,37.5,1,2,4,7,5,2,9
757,34,M,Married,No,Sales,Sales Executive,3,4,4,Life Sciences,4,3,3,4,3,Sometimes,No,11,37.5,0,2,3,11,8,7,8
758,45,F,Married,No,Research & Development,Research Director,3,3,1,Life Sciences,3,2,1,3,4,Sometimes,Yes,25,37.5,1,2,3,10,8,8,13
759,26,M,Single,Yes,Sales,Sales Representative,1,4,1,Medical,2,3,3,2,3,Sometimes,No,11,37.5,0,4,4,0,0,0,9
760,55,F,Married,No,Sales,Manager,4,3,2,Life Sciences,1,3,2,3,3,Mostly,No,13,37.5,1,2,3,26,16,11,4
761,48,F,Married,No,Research & Development,Laboratory Technician,2,4,1,Life Sciences,2,3,3,2,3,Sometimes,Yes,14,37.5,1,3,3,10,9,7,4
762,45,M,Divorced,No,Research & Development,Healthcare Representative,2,3,3,Medical,3,3,4,1,4,Sometimes,No,23,37.5,1,2,3,9,3,3,2
763,45,F,Single,No,Research & Development,Research Director,2,3,6,Medical,3,3,4,3,3,Mostly,No,13,37.5,0,2,3,8,6,7,6
764,38,F,Divorced,No,Sales,Sales Executive,2,2,2,Life Sciences,2,2,3,2,3,Sometimes,Yes,12,37.5,1,3,4,1,1,1,8
765,28,F,Single,Yes,Sales,Sales Representative,1,3,1,Medical,3,2,4,3,3,Sometimes,Yes,13,37.5,0,3,3,9,4,4,1
766,26,F,Divorced,Yes,Research & Development,Manufacturing Director,2,2,0,Life Sciences,1,2,4,2,3,Sometimes,No,17,37.5,1,2,3,5,4,3,1
767,43,F,Divorced,No,Sales,Sales Executive,2,4,3,Marketing,4,4,3,3,3,Sometimes,No,11,37.5,1,1,3,3,2,2,15
768,18,F,Married,Yes,Research & Development,Research Scientist,1,3,1,Life Sciences,3,2,1,4,3,Mostly,Yes,17,37.5,1,4,3,6,3,2,5
769,59,F,Married,No,Sales,Sales Executive,4,3,0,Medical,4,3,2,1,3,Sometimes,No,19,37.5,1,2,2,17,7,16,3
770,48,M,Married,No,Research & Development,Research Director,4,2,4,Technical Degree,3,3,2,4,3,Sometimes,Yes,14,37.5,3,1,3,7,5,7,8
771,42,M,Married,No,Research & Development,Manager,4,3,6,Life Sciences,3,4,3,4,3,No,No,15,37.5,3,2,4,1,1,1,4
772,36,F,Married,No,Sales,Sales Executive,3,4,8,Life Sciences,4,2,4,1,3,Sometimes,Yes,12,37.5,2,2,3,1,1,1,15
773,44,M,Married,No,Sales,Sales Executive,2,2,0,Medical,3,3,4,3,4,Mostly,No,21,37.5,2,4,3,3,2,2,2
774,35,M,Single,No,Research & Development,Manufacturing Director,2,3,1,Medical,2,3,1,4,3,Sometimes,No,18,37.5,0,2,3,8,7,3,5
775,45,F,Single,No,Research & Development,Research Director,4,2,2,Life Sciences,3,3,1,3,3,Sometimes,No,16,37.5,0,3,3,5,4,2,2
776,35,M,Divorced,No,Research & Development,Healthcare Representative,2,1,1,Other,1,2,4,1,3,Mostly,No,14,37.5,1,2,3,10,8,7,14
777,31,F,Divorced,No,Sales,Sales Executive,2,4,0,Medical,3,3,4,4,3,Sometimes,No,11,37.5,1,4,1,18,17,11,15
778,24,M,Married,Yes,Research & Development,Laboratory Technician,1,3,1,Life Sciences,4,3,4,2,3,Sometimes,Yes,11,37.5,1,3,4,4,1,2,1
779,35,F,Divorced,No,Sales,Sales Executive,2,4,1,Medical,3,3,3,4,3,Sometimes,No,19,37.5,1,3,3,7,4,7,6
780,28,M,Single,No,Research & Development,Research Scientist,1,1,1,Life Sciences,4,4,4,4,4,Sometimes,No,22,37.5,0,0,3,1,1,1,13
781,27,M,Single,No,Research & Development,Laboratory Technician,1,3,4,Medical,4,1,4,4,3,Sometimes,Yes,17,37.5,0,5,2,0,0,0,6
782,42,F,Divorced,No,Human Resources,Sales Executive,2,3,8,Life Sciences,4,3,3,2,3,Sometimes,No,14,37.5,3,3,2,3,0,2,10
783,27,F,Single,Yes,Research & Development,Laboratory Technician,1,3,1,Medical,3,1,1,1,3,Mostly,No,14,37.5,0,3,1,1,1,1,7
784,40,F,Married,No,Research & Development,Research Director,3,3,1,Medical,3,1,1,4,4,Mostly,No,24,37.5,1,3,3,20,6,7,8
785,35,F,Married,No,Sales,Sales Executive,2,5,3,Marketing,1,2,3,2,3,Sometimes,No,19,37.5,0,3,2,7,6,2,1
786,42,M,Married,No,Research & Development,Research Director,5,2,8,Medical,3,3,3,4,3,Sometimes,No,12,37.5,2,2,3,4,2,4,1
787,45,M,Married,No,Research & Development,Laboratory Technician,2,2,8,Medical,4,3,3,2,3,No,No,12,37.5,1,2,3,3,2,2,7
788,31,F,Single,No,Sales,Sales Executive,2,3,1,Marketing,4,3,2,2,3,Sometimes,No,18,37.5,0,2,3,4,3,2,10
789,26,M,Married,Yes,Research & Development,Research Scientist,1,3,0,Medical,1,3,1,2,4,Sometimes,Yes,20,37.5,3,4,3,5,4,4,2
790,38,M,Married,No,Sales,Sales Representative,1,3,1,Medical,3,2,4,2,3,Sometimes,No,11,37.5,3,2,2,4,2,2,1
791,23,M,Single,No,Research & Development,Research Scientist,1,1,1,Life Sciences,1,1,3,2,4,Sometimes,No,24,37.5,0,2,2,6,4,4,16
792,58,M,Single,No,Research & Development,Research Director,5,1,1,Life Sciences,4,3,4,4,3,Sometimes,No,13,37.5,0,0,3,20,6,6,13
793,47,F,Married,No,Research & Development,Manager,5,4,3,Technical Degree,4,2,4,3,3,Sometimes,No,11,37.5,3,2,3,4,2,4,1
794,24,M,Married,No,Research & Development,Healthcare Representative,2,1,1,Life Sciences,4,2,2,2,3,Sometimes,Yes,19,37.5,1,3,3,9,8,8,2
795,24,F,Single,Yes,Sales,Sales Executive,2,2,1,Life Sciences,2,2,1,1,3,Mostly,Yes,11,37.5,0,0,3,4,2,2,4
796,27,F,Single,No,Research & Development,Research Scientist,1,3,1,Life Sciences,2,3,3,4,3,No,No,14,37.5,0,2,3,5,2,4,18
797,40,M,Divorced,No,Research & Development,Research Director,4,3,2,Life Sciences,4,3,1,4,3,Sometimes,No,13,37.5,1,2,2,8,5,3,13
798,37,F,Single,No,Research & Development,Laboratory Technician,1,3,0,Medical,1,2,3,4,3,Sometimes,No,11,37.5,0,3,2,4,4,2,2
799,38,M,Single,Yes,Sales,Laboratory Technician,1,3,7,Life Sciences,3,4,2,1,4,Mostly,No,25,37.5,0,2,3,1,1,1,4
800,29,F,Single,Yes,Research & Development,Laboratory Technician,1,2,1,Other,4,3,2,3,3,Sometimes,Yes,11,37.5,0,2,3,1,1,1,5
801,45,M,Divorced,No,Research & Development,Manufacturing Director,2,4,1,Life Sciences,3,4,2,2,3,No,No,14,37.5,2,0,3,10,9,2,13
802,40,F,Married,Yes,Research & Development,Research Scientist,1,3,7,Medical,3,3,1,4,3,Sometimes,Yes,17,37.5,1,2,3,1,1,1,24
803,31,F,Divorced,No,Sales,Sales Executive,2,3,4,Technical Degree,3,3,1,4,3,Mostly,No,16,37.5,1,3,2,8,4,1,3
804,48,F,Divorced,No,Research & Development,Laboratory Technician,2,2,9,Medical,3,2,1,4,4,Sometimes,Yes,23,37.5,3,6,3,7,0,7,4
805,41,F,Married,No,Human Resources,Sales Executive,2,3,3,Marketing,4,2,2,3,4,Sometimes,Yes,21,37.5,2,3,2,3,2,2,21
806,38,M,Divorced,No,Research & Development,Laboratory Technician,1,3,7,Life Sciences,1,3,1,4,3,Sometimes,No,14,37.5,1,2,3,14,4,0,6
807,49,F,Married,No,Research & Development,Healthcare Representative,3,3,1,Medical,1,3,3,4,3,Mostly,No,13,37.5,0,3,2,16,14,13,4
808,55,M,Single,No,Sales,Sales Executive,3,3,2,Marketing,4,2,3,3,3,Sometimes,No,19,37.5,0,2,3,8,7,7,20
809,25,F,Married,No,Sales,Sales Executive,2,2,1,Marketing,1,2,2,1,3,No,No,18,37.5,0,5,2,12,7,2,7
810,50,M,Married,Yes,Sales,Sales Executive,2,4,7,Life Sciences,2,3,3,2,3,Mostly,No,12,37.5,1,2,3,8,4,7,9
811,46,M,Married,No,Research & Development,Research Director,4,2,4,Life Sciences,4,3,4,3,3,Sometimes,Yes,16,37.5,1,1,3,9,3,9,14
812,35,M,Married,No,Research & Development,Laboratory Technician,1,3,1,Medical,3,3,4,4,3,Sometimes,No,12,37.5,1,3,1,2,2,2,23
813,34,M,Single,No,Research & Development,Research Director,3,3,0,Technical Degree,3,1,2,1,4,No,Yes,23,37.5,0,5,4,15,6,13,1
814,59,M,Divorced,No,Research & Development,Research Director,2,3,6,Medical,2,2,2,4,3,No,No,14,37.5,1,5,4,4,0,2,7
815,33,M,Single,No,Sales,Sales Executive,2,3,1,Life Sciences,1,3,4,3,3,Sometimes,No,13,37.5,1,3,3,10,7,7,2
816,48,M,Married,No,Research & Development,Research Scientist,1,1,5,Medical,3,3,1,2,4,Sometimes,No,21,37.5,1,5,4,5,4,3,4
817,35,M,Married,Yes,Sales,Sales Executive,2,3,7,Life Sciences,2,1,3,3,3,Sometimes,No,17,37.5,0,4,3,4,2,1,2
818,53,M,Married,No,Human Resources,Human Resources,2,2,1,Other,4,3,1,4,4,Mostly,No,23,37.5,1,1,3,6,4,3,1
819,44,F,Single,No,Research & Development,Laboratory Technician,2,2,1,Medical,3,3,4,3,3,No,No,14,37.5,0,3,4,19,9,7,9
820,31,F,Divorced,Yes,Research & Development,Research Scientist,1,4,8,Medical,4,3,2,4,3,No,No,17,37.5,2,5,3,4,2,2,1
821,24,M,Married,No,Research & Development,Research Scientist,1,3,1,Medical,1,3,4,2,3,Sometimes,No,16,37.5,1,5,3,5,2,1,11
822,40,F,Divorced,No,Research & Development,Manager,5,3,2,Life Sciences,3,3,3,3,3,Sometimes,No,11,37.5,2,3,3,5,2,3,15
823,19,F,Single,No,Research & Development,Research Scientist,1,3,1,Other,2,3,3,2,3,Sometimes,No,19,37.5,0,2,3,5,3,1,3
824,40,M,Married,No,Research & Development,Healthcare Representative,2,3,4,Life Sciences,2,3,3,2,3,Sometimes,Yes,17,37.5,1,2,4,7,5,2,2
825,28,M,Married,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,1,2,2,2,4,Sometimes,No,22,37.5,1,2,3,3,2,2,9
826,28,M,Married,No,Research & Development,Research Scientist,1,5,1,Other,3,3,1,4,3,Mostly,No,15,37.5,3,2,3,3,3,2,5
827,40,M,Married,Yes,Sales,Sales Representative,1,2,3,Technical Degree,3,2,3,4,3,Sometimes,No,14,37.5,0,2,3,1,1,1,27
828,37,F,Divorced,Yes,Research & Development,Manager,3,3,0,Other,2,2,1,2,4,Sometimes,No,20,37.5,1,6,1,7,2,7,29
829,23,M,Single,Yes,Research & Development,Research Scientist,1,1,1,Life Sciences,3,1,4,3,3,Sometimes,No,18,37.5,0,3,3,1,0,1,3
830,30,M,Married,Yes,Research & Development,Healthcare Representative,3,4,7,Life Sciences,3,1,2,2,4,Sometimes,Yes,21,37.5,0,3,2,3,0,3,27
831,25,M,Married,No,Research & Development,Laboratory Technician,1,5,0,Medical,4,1,3,4,4,Sometimes,No,20,37.5,1,5,2,9,0,1,1
832,33,F,Single,No,Research & Development,Healthcare Representative,2,3,2,Medical,2,2,1,4,3,Mostly,No,12,37.5,0,5,3,5,3,2,11
833,38,F,Married,No,Research & Development,Laboratory Technician,2,3,1,Life Sciences,3,4,3,1,3,Sometimes,No,11,37.5,0,1,3,10,9,7,2
834,36,F,Single,No,Sales,Sales Executive,3,2,1,Medical,3,2,4,1,4,Sometimes,No,22,37.5,0,3,3,14,5,8,1
835,33,F,Divorced,No,Research & Development,Research Director,3,3,1,Life Sciences,3,3,4,3,3,Mostly,No,12,37.5,1,3,2,5,1,3,9
836,25,M,Married,No,Research & Development,Manufacturing Director,3,2,1,Life Sciences,3,3,4,2,4,Sometimes,No,23,37.5,2,3,3,18,9,9,7
837,56,F,Single,No,Sales,Sales Executive,4,1,7,Life Sciences,4,1,4,1,4,Sometimes,Yes,20,37.5,0,0,3,16,6,16,4
838,34,M,Divorced,No,Sales,Sales Executive,3,4,1,Life Sciences,1,3,4,3,3,Mostly,Yes,15,37.5,1,2,3,17,10,14,6
839,25,F,Married,No,Human Resources,Human Resources,2,3,1,Technical Degree,2,3,2,4,3,Sometimes,Yes,11,37.5,1,4,3,3,2,2,1
840,36,M,Divorced,No,Sales,Sales Executive,2,2,0,Medical,4,3,2,2,3,Sometimes,No,17,37.5,1,4,3,4,3,2,20
841,39,M,Married,No,Human Resources,Human Resources,3,4,1,Medical,3,2,4,1,3,Sometimes,No,19,37.5,2,2,3,7,7,7,26
842,44,M,Married,No,Sales,Sales Executive,2,4,5,Marketing,4,3,3,1,3,Sometimes,No,18,37.5,0,3,3,0,0,0,3
843,24,M,Married,Yes,Research & Development,Laboratory Technician,1,1,0,Life Sciences,3,1,4,2,3,Mostly,No,17,37.5,0,6,3,1,1,1,2
844,46,F,Single,No,Sales,Human Resources,4,3,7,Medical,3,3,4,2,3,No,No,18,37.5,0,3,2,13,8,12,8
845,29,M,Single,Yes,Research & Development,Research Scientist,2,1,1,Life Sciences,3,4,4,1,3,No,No,17,37.5,0,3,2,9,0,1,18
846,36,M,Divorced,Yes,Sales,Sales Executive,3,3,3,Marketing,3,3,1,4,3,Sometimes,Yes,12,37.5,1,2,3,9,7,2,14
847,29,M,Married,Yes,Sales,Sales Representative,1,2,1,Life Sciences,1,2,3,3,3,Mostly,No,11,37.5,1,3,3,1,1,1,6
848,42,M,Married,No,Research & Development,Manager,5,4,3,Life Sciences,3,3,2,4,3,Sometimes,Yes,14,37.5,1,2,3,11,8,8,1
849,34,F,Single,Yes,Human Resources,Manufacturing Director,2,4,1,Life Sciences,1,3,3,2,3,Sometimes,No,14,37.5,0,2,2,10,7,7,26
850,30,F,Single,No,Research & Development,Laboratory Technician,1,1,8,Technical Degree,4,1,4,2,3,Sometimes,Yes,17,37.5,0,3,4,2,2,2,2
851,33,F,Married,No,Research & Development,Laboratory Technician,2,4,6,Life Sciences,3,4,4,4,4,Sometimes,Yes,22,37.5,1,0,3,4,4,3,2
852,35,M,Single,No,Sales,Sales Representative,1,1,6,Medical,4,3,1,3,3,No,No,14,37.5,0,1,3,4,3,3,1
853,48,M,Single,No,Research & Development,Manager,5,4,2,Life Sciences,4,3,1,3,3,Sometimes,Yes,13,37.5,0,4,4,5,2,2,2
854,40,M,Married,No,Research & Development,Healthcare Representative,2,4,4,Medical,2,3,2,3,3,Sometimes,Yes,14,37.5,1,2,3,4,2,2,16
855,36,M,Single,Yes,Research & Development,Manufacturing Director,3,2,2,Life Sciences,3,3,4,3,3,Mostly,Yes,11,37.5,0,2,4,7,0,7,2
856,52,F,Married,No,Research & Development,Manager,5,1,4,Life Sciences,2,1,2,3,3,Sometimes,No,11,37.5,1,2,3,27,16,9,2
857,30,F,Married,No,Sales,Sales Executive,3,2,2,Medical,1,4,4,4,3,Sometimes,Yes,14,37.5,1,2,3,5,4,2,2
858,39,F,Divorced,No,Sales,Sales Executive,2,2,1,Marketing,4,2,4,4,3,Mostly,Yes,13,37.5,3,3,3,17,15,5,2
859,40,F,Married,No,Sales,Sales Executive,2,2,1,Marketing,2,2,4,3,4,Sometimes,Yes,22,37.5,1,1,2,10,9,8,5
860,31,M,Divorced,No,Research & Development,Manufacturing Director,2,2,1,Medical,1,2,2,3,3,Sometimes,No,13,37.5,1,4,3,3,2,2,5
861,29,F,Single,Yes,Research & Development,Laboratory Technician,1,3,5,Technical Degree,1,2,1,2,3,Mostly,Yes,15,37.5,0,3,2,6,2,2,15
862,38,M,Single,Yes,Research & Development,Research Scientist,1,4,5,Technical Degree,4,3,4,4,3,Sometimes,Yes,16,37.5,0,6,1,1,1,1,13
863,34,F,Single,No,Research & Development,Research Scientist,1,3,6,Medical,4,3,4,3,3,Mostly,No,19,37.5,0,3,2,1,1,1,8
864,40,M,Married,No,Sales,Sales Executive,2,3,2,Marketing,2,2,2,4,3,Sometimes,Yes,15,37.5,0,4,3,6,1,1,23
865,28,M,Married,No,Sales,Sales Representative,1,3,1,Medical,3,4,2,1,4,Sometimes,Yes,25,37.5,0,2,3,1,1,1,2
866,28,M,Married,No,Research & Development,Laboratory Technician,1,1,1,Life Sciences,3,3,2,1,3,Mostly,No,19,37.5,1,3,3,7,2,2,20
867,42,M,Divorced,No,Sales,Sales Executive,2,3,1,Marketing,3,3,3,3,3,Sometimes,No,14,37.5,1,3,4,13,12,11,1
868,28,M,Divorced,No,Research & Development,Human Resources,1,1,1,Medical,4,3,4,3,3,Sometimes,No,13,37.5,1,2,2,3,2,2,4
869,50,M,Single,No,Sales,Manager,5,3,8,Life Sciences,3,4,3,2,3,Mostly,No,11,37.5,0,2,3,30,8,12,1
870,28,M,Divorced,No,Research & Development,Research Scientist,1,2,1,Medical,4,3,1,4,3,Sometimes,No,12,37.5,1,2,3,2,2,2,1
871,34,F,Married,No,Research & Development,Manager,4,1,4,Life Sciences,4,1,1,3,3,Mostly,No,14,37.5,1,3,3,21,9,11,28
872,32,F,Married,No,Research & Development,Laboratory Technician,2,3,1,Life Sciences,4,4,4,3,3,Sometimes,No,14,37.5,1,2,3,10,7,8,6
873,28,M,Married,No,Research & Development,Laboratory Technician,1,3,1,Medical,4,3,4,1,3,Sometimes,No,19,37.5,1,6,3,5,0,3,1
874,57,M,Single,No,Research & Development,Manager,5,3,3,Life Sciences,3,3,3,2,3,Sometimes,No,13,37.5,0,6,4,5,2,2,5
875,42,F,Single,No,Research & Development,Research Director,3,2,4,Medical,2,3,4,2,3,Sometimes,No,16,37.5,1,2,3,1,1,1,10
876,41,F,Married,No,Sales,Sales Executive,3,3,5,Life Sciences,1,3,3,3,3,Mostly,No,11,37.5,0,3,4,7,6,5,2
877,38,M,Single,No,Research & Development,Manufacturing Director,3,3,0,Other,3,2,1,4,3,Sometimes,No,13,37.5,0,2,3,17,11,17,27
878,53,F,Married,No,Sales,Sales Executive,5,1,0,Marketing,1,2,3,1,3,Sometimes,No,11,37.5,0,2,3,15,4,7,16
879,31,F,Divorced,No,Research & Development,Laboratory Technician,1,2,3,Medical,1,3,1,4,3,Sometimes,No,11,37.5,1,6,4,4,2,2,1
880,29,F,Single,Yes,Research & Development,Laboratory Technician,1,3,1,Life Sciences,3,3,1,3,3,Sometimes,No,13,37.5,0,0,3,0,0,0,6
881,44,M,Divorced,No,Research & Development,Research Scientist,1,3,1,Life Sciences,3,3,1,4,3,No,No,13,37.5,1,0,3,6,2,4,29
882,56,M,Divorced,No,Research & Development,Manufacturing Director,2,2,4,Life Sciences,1,1,4,2,4,Mostly,Yes,23,37.5,2,4,2,4,4,2,12
883,42,F,Married,No,Research & Development,Research Director,4,3,6,Life Sciences,2,3,4,4,3,Sometimes,Yes,11,37.5,2,2,3,7,3,7,2
884,39,F,Single,No,Sales,Sales Executive,2,2,2,Medical,4,3,3,4,3,Sometimes,Yes,15,37.5,0,2,4,1,1,1,18
885,52,M,Divorced,Yes,Research & Development,Manufacturing Director,2,4,1,Life Sciences,4,2,2,1,3,Sometimes,Yes,11,37.5,3,2,3,10,8,9,14
886,44,F,Single,No,Research & Development,Research Scientist,1,4,0,Medical,3,3,2,2,3,Sometimes,Yes,14,37.5,0,6,2,14,5,4,1
887,40,M,Married,No,Research & Development,Laboratory Technician,1,1,2,Other,1,3,4,4,3,Mostly,Yes,18,37.5,1,2,2,3,2,2,2
888,28,M,Married,No,Research & Development,Research Scientist,1,2,1,Medical,3,3,2,3,3,Sometimes,No,11,37.5,1,2,2,2,2,2,9
889,58,M,Single,No,Research & Development,Manufacturing Director,2,3,3,Medical,4,2,4,2,4,Sometimes,No,22,37.5,0,2,2,10,9,10,8
890,42,F,Divorced,No,Research & Development,Laboratory Technician,2,3,5,Life Sciences,1,4,3,4,3,Mostly,Yes,13,37.5,1,2,3,8,7,7,8
891,43,M,Divorced,No,Research & Development,Healthcare Representative,4,2,7,Life Sciences,3,3,1,3,3,Mostly,No,13,37.5,1,5,4,9,7,7,15
892,41,M,Single,No,Research & Development,Research Scientist,1,2,9,Medical,3,3,1,3,4,Mostly,Yes,23,37.5,0,5,3,1,1,1,14
893,31,M,Divorced,Yes,Research & Development,Manufacturing Director,2,4,1,Life Sciences,1,3,3,4,3,No,No,12,37.5,1,0,2,11,6,10,1
894,52,M,Married,No,Human Resources,Sales Executive,2,1,1,Human Resources,3,4,4,4,3,Sometimes,No,16,37.5,0,3,4,8,4,3,21
895,25,M,Divorced,No,Sales,Sales Executive,2,3,1,Medical,3,2,4,4,3,No,No,13,37.5,0,5,3,3,2,2,20
896,40,M,Married,No,Research & Development,Research Director,4,3,3,Medical,4,3,4,4,3,Sometimes,No,12,37.5,0,2,1,3,0,2,24
897,34,F,Single,No,Sales,Sales Executive,3,5,1,Technical Degree,2,3,2,3,3,Mostly,Yes,14,37.5,0,2,3,14,9,14,15
898,23,M,Divorced,Yes,Sales,Human Resources,1,1,1,Medical,4,2,4,3,3,Mostly,No,14,37.5,3,2,4,2,2,2,25
899,22,F,Divorced,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,3,3,4,2,3,Mostly,Yes,12,37.5,1,3,3,0,0,0,2
900,50,M,Divorced,No,Research & Development,Manufacturing Director,2,4,2,Technical Degree,1,4,3,3,3,No,Yes,11,37.5,1,3,4,1,1,1,1
901,57,F,Single,No,Sales,Manager,4,3,3,Life Sciences,4,3,4,3,3,Sometimes,Yes,11,37.5,0,5,3,7,4,5,2
902,36,M,Single,Yes,Human Resources,Manager,2,4,1,Life Sciences,2,3,4,3,3,Sometimes,No,16,37.5,0,3,4,7,7,5,10
903,32,M,Married,No,Research & Development,Manufacturing Director,2,2,1,Technical Degree,2,4,1,2,4,Sometimes,No,22,37.5,1,2,3,17,11,17,27
904,46,M,Married,No,Research & Development,Laboratory Technician,2,2,0,Life Sciences,2,3,2,1,3,Sometimes,No,18,37.5,1,1,3,7,5,7,1
905,54,M,Divorced,No,Research & Development,Manager,4,4,2,Technical Degree,4,4,4,3,3,Mostly,Yes,13,37.5,1,2,2,6,3,2,2
906,32,F,Single,No,Sales,Sales Executive,2,1,1,Life Sciences,2,3,4,2,4,Mostly,No,21,37.5,0,3,3,1,1,1,10
907,32,F,Married,No,Sales,Sales Representative,1,1,1,Life Sciences,3,3,4,3,3,Sometimes,No,19,37.5,1,3,3,1,1,1,2
908,26,M,Single,No,Sales,Sales Executive,2,3,0,Life Sciences,4,2,2,3,3,Sometimes,No,11,37.5,0,3,1,7,6,4,4
909,54,M,Married,No,Research & Development,Research Scientist,1,2,3,Medical,3,3,2,4,3,Sometimes,No,11,37.5,0,2,3,7,7,7,1
910,40,M,Married,No,Sales,Sales Executive,5,1,1,Marketing,3,2,3,1,3,Sometimes,Yes,12,37.5,3,3,3,9,7,7,21
911,21,M,Single,Yes,Research & Development,Manufacturing Director,2,1,6,Life Sciences,4,1,4,2,3,Mostly,No,14,37.5,0,2,2,5,4,3,1
912,42,M,Married,No,Research & Development,Research Scientist,1,3,1,Life Sciences,2,2,2,3,3,Sometimes,No,18,37.5,1,2,3,25,4,4,1
913,22,M,Divorced,No,Research & Development,Laboratory Technician,1,3,1,Technical Degree,3,3,3,4,3,Sometimes,No,16,37.5,1,3,4,5,3,2,19
914,54,F,Divorced,No,Sales,Manager,4,4,2,Marketing,2,3,3,3,3,Mostly,No,12,37.5,1,5,4,22,2,12,29
915,46,F,Married,No,Research & Development,Manager,5,3,6,Life Sciences,3,1,3,4,4,Sometimes,No,23,37.5,2,2,2,5,2,2,5
916,30,F,Single,No,Research & Development,Healthcare Representative,3,1,8,Medical,2,2,4,3,3,No,No,12,37.5,0,2,3,13,12,9,5
917,37,F,Divorced,No,Research & Development,Manufacturing Director,2,4,1,Life Sciences,2,1,4,3,3,Sometimes,No,11,37.5,2,3,3,10,8,9,29
918,34,F,Married,No,Research & Development,Research Scientist,2,2,0,Medical,4,2,4,1,3,Mostly,No,16,37.5,1,2,3,15,9,12,8
919,30,M,Married,No,Sales,Sales Representative,1,1,1,Medical,3,3,3,1,3,Sometimes,No,13,37.5,1,3,3,1,1,1,2
920,32,M,Married,No,Research & Development,Healthcare Representative,3,4,8,Life Sciences,3,3,1,3,4,Sometimes,No,22,37.5,1,3,1,19,16,5,14
921,42,M,Married,No,Sales,Sales Executive,2,3,4,Marketing,3,3,2,4,3,Sometimes,Yes,18,37.5,0,6,4,9,7,5,7
922,39,F,Married,No,Research & Development,Healthcare Representative,2,2,1,Life Sciences,1,3,2,3,4,Sometimes,No,25,37.5,1,3,3,9,4,7,3
923,32,F,Married,No,Research & Development,Research Scientist,2,4,4,Medical,4,3,2,2,3,Sometimes,No,12,37.5,1,2,3,1,1,1,10
